,DescriptorId,DescriptorName,DateCreated,DateRevised,DateEstablished,Descriptor_dcid
17548,D015847,Interleukin-4,1989-05-25,2015-04-15,1990-01-01,bio/D015847
17549,D015848,Interleukin-5,1989-05-25,2015-04-15,1990-01-01,bio/D015848
17550,D015849,Plasminogen Inactivators,1989-05-25,2020-05-27,1990-01-01,bio/D015849
17551,D015850,Interleukin-6,1989-05-25,2016-04-18,1990-01-01,bio/D015850
17552,D015851,Interleukin-7,1989-05-25,2015-04-15,1990-01-01,bio/D015851
17553,D015852,Eukaryotic Initiation Factor-2,1989-05-25,2002-07-03,1990-01-01,bio/D015852
17554,D015853,Cysteine Proteinase Inhibitors,1989-05-25,2020-05-27,1990-01-01,bio/D015853
17555,D015854,Up-Regulation,1989-05-26,2016-06-17,1990-01-01,bio/D015854
17556,D015858,Anisometropia,1989-05-25,1999-11-03,1990-01-01,bio/D015858
17557,D015861,Retinal Neovascularization,1989-05-26,2019-04-08,1990-01-01,bio/D015861
17558,D015862,Choroid Diseases,1989-05-25,1993-05-26,1990-01-01,bio/D015862
17559,D015863,Iridocyclitis,1989-05-26,1993-06-03,1990-01-01,bio/D015863
17560,D015864,Panuveitis,1989-05-25,2009-07-06,1990-01-01,bio/D015864
17561,D015865,Racquet Sports,1989-05-25,2001-07-25,1990-01-01,bio/D015865
17562,D015866,"Uveitis, Posterior",1989-05-25,1990-05-29,1990-01-01,bio/D015866
17563,D015867,"Uveitis, Intermediate",1989-05-25,1990-05-29,1990-01-01,bio/D015867
17564,D015868,Pars Planitis,1989-05-26,2012-07-03,1990-01-01,bio/D015868
17565,D015870,Gene Expression,1989-10-16,2016-06-17,1990-01-01,bio/D015870
17566,D015871,Scientific Misconduct,1989-05-16,2019-07-11,1990-01-01,bio/D015871
17567,D015873,Northwest Territories,1989-10-13,1999-11-08,1990-01-01,bio/D015873
17568,D015874,Yukon Territory,1989-10-13,1995-02-21,1990-01-01,bio/D015874
17569,D015875,Anisocoria,1989-09-06,2004-07-19,1990-01-01,bio/D015875
17570,D015876,Northern Territory,1989-10-13,2015-06-23,1990-01-01,bio/D015876
17571,D015877,Miosis,1989-05-25,1999-12-08,1990-01-01,bio/D015877
17572,D015878,Mydriasis,1989-09-06,1999-11-09,1990-01-01,bio/D015878
17573,D015879,Myosin Subfragments,1989-05-25,2005-07-22,1990-01-01,bio/D015879
17574,D015882,"Retinal Necrosis Syndrome, Acute",1989-05-25,1993-05-24,1990-01-01,bio/D015882
17575,D015891,Cystatins,1989-05-25,2020-05-27,1990-01-01,bio/D015891
17576,D015894,"Genome, Human",1989-05-25,2008-07-08,1990-01-01,bio/D015894
17577,D015895,Relative Value Scales,1989-10-03,1991-05-31,1990-01-01,bio/D015895
17578,D015897,Comorbidity,1989-05-25,2018-02-27,1990-01-01,bio/D015897
17579,D015898,"Tomography Scanners, X-Ray Computed",1989-05-16,2008-07-08,1990-01-01,bio/D015898
17580,D015899,"Tomography, Emission-Computed, Single-Photon",1989-05-16,2008-07-08,1990-01-01,bio/D015899
17581,D015900,"Radiography, Dual-Energy Scanned Projection",1989-05-16,2017-07-03,1990-01-01,bio/D015900
17582,D015901,"Angiography, Digital Subtraction",1989-05-15,2008-07-08,1990-01-01,bio/D015901
17583,D015902,Gamma Cameras,1989-05-15,2017-06-02,1990-01-01,bio/D015902
17584,D015903,Moire Topography,1989-05-15,2015-01-12,1990-01-01,bio/D015903
17585,D015904,Biliopancreatic Diversion,1989-05-15,2015-06-22,1990-01-01,bio/D015904
17586,D015905,Gastric Balloon,1989-05-15,1997-06-20,1990-01-01,bio/D015905
17587,D015906,"Angioplasty, Balloon, Coronary",1989-05-15,2015-06-22,1990-01-01,bio/D015906
17588,D015907,Hysteroscopy,1989-10-04,2010-06-25,1990-01-01,bio/D015907
17589,D015908,Counterpulsation,1989-05-15,1990-02-16,1990-01-01,bio/D015908
17590,D015911,Sclerotherapy,1989-05-16,1991-06-20,1990-01-01,bio/D015911
17591,D015912,Thrombolytic Therapy,1989-09-06,2011-06-24,1990-01-01,bio/D015912
17592,D015913,Chelation Therapy,1989-10-03,1990-03-22,1990-01-01,bio/D015913
17593,D015914,Estrogen Replacement Therapy,1989-07-19,2002-07-03,1990-01-01,bio/D015914
17594,D015915,"Motion Therapy, Continuous Passive",1989-05-15,2016-05-31,1990-01-01,bio/D015915
17595,D015916,"Drainage, Postural",1989-05-15,2016-05-31,1990-01-01,bio/D015916
17596,D015917,Penile Prosthesis,1989-05-15,2007-07-11,1990-01-01,bio/D015917
17597,D015918,"Infusion Pumps, Implantable",1989-05-15,2004-07-30,1990-01-01,bio/D015918
17598,D015919,"Ventilators, Negative-Pressure",1989-05-16,1992-05-18,1990-01-01,bio/D015919
17599,D015920,Gas Scavengers,1989-05-15,2017-06-02,1990-01-01,bio/D015920
17600,D015921,Dental Implants,1989-05-26,2015-06-23,1990-01-01,bio/D015921
17601,D015922,Complement C1q,1989-05-25,2005-06-30,1990-01-01,bio/D015922
17602,D015923,Complement C1r,1989-05-25,2006-07-05,1990-01-01,bio/D015923
17603,D015924,Blood Pressure Monitors,1989-05-26,1997-06-20,1990-01-01,bio/D015924
17604,D015925,Cryopreservation,1989-05-26,2011-06-24,1990-01-01,bio/D015925
17605,D015926,Complement C3a,1989-07-14,2013-07-09,1990-01-01,bio/D015926
17606,D015927,Skin Test End-Point Titration,1989-05-16,2011-06-24,1991-01-01,bio/D015927
17607,D015928,Cognitive Behavioral Therapy,1989-05-15,2019-07-02,1990-01-01,bio/D015928
17608,D015930,Diet Records,1989-05-15,nan-nan-nan,1990-01-01,bio/D015930
17609,D015931,"Intensive Care, Neonatal",1989-05-15,2015-06-26,1990-01-01,bio/D015931
17610,D015932,Complement C3c,1989-05-25,2005-06-30,1990-01-01,bio/D015932
17611,D015933,Complement C3d,1989-05-25,2005-06-30,1990-01-01,bio/D015933
17612,D015934,Complement C4a,1989-05-25,2005-06-30,1990-01-01,bio/D015934
17613,D015935,Complement C4b,1989-05-25,2005-06-30,1990-01-01,bio/D015935
17614,D015936,Complement C5a,1989-07-14,2016-06-28,1990-01-01,bio/D015936
17615,D015937,"Complement C5a, des-Arginine",1989-07-14,2005-06-30,1990-01-01,bio/D015937
17616,D015938,Complement Membrane Attack Complex,1989-05-25,2005-06-30,1990-01-01,bio/D015938
17617,D015939,Kitasamycin,1989-05-25,2015-06-22,1990-01-01,bio/D015939
17618,D015941,Complement Hemolytic Activity Assay,1989-05-25,2011-06-24,1990-01-01,bio/D015941
17619,D015942,Factor VIIa,1989-05-25,2017-06-20,1990-01-01,bio/D015942
17620,D015943,Factor Va,1989-05-25,2017-02-24,1990-01-01,bio/D015943
17621,D015944,Factor VIIIa,1989-05-25,2019-05-30,1990-01-01,bio/D015944
17622,D015945,Factor XIa,1989-09-06,2019-05-30,1990-01-01,bio/D015945
17623,D015946,Ethylene Dibromide,1989-05-25,2013-07-08,1990-01-01,bio/D015946
17624,D015948,"Keratoplasty, Penetrating",1989-05-25,2017-02-24,1990-01-01,bio/D015948
17625,D015949,Factor IXa,1989-07-14,2017-06-20,1990-01-01,bio/D015949
17626,D015951,Factor Xa,1989-05-25,2019-05-30,1990-01-01,bio/D015951
17627,D015956,Factor XIIa,1989-05-25,2019-05-30,1990-01-01,bio/D015956
17628,D015964,"Gene Expression Regulation, Bacterial",1989-05-25,2016-06-17,1990-01-01,bio/D015964
17629,D015966,"Gene Expression Regulation, Fungal",1989-05-25,2016-06-17,1990-01-01,bio/D015966
17630,D015967,"Gene Expression Regulation, Viral",1989-05-25,2016-06-17,1990-01-01,bio/D015967
17631,D015969,"National Academies of Science, Engineering, and Medicine, U.S., Health and Medicine Division",1989-07-03,2019-01-18,1990-01-01,bio/D015969
17632,D015971,"Gene Expression Regulation, Enzymologic",1989-05-25,2016-06-17,1990-01-01,bio/D015971
17633,D015972,"Gene Expression Regulation, Neoplastic",1989-05-25,2016-06-17,1990-01-01,bio/D015972
17634,D015973,"Gene Expression Regulation, Leukemic",1989-05-25,2018-06-30,1990-01-01,bio/D015973
17635,D015974,Wrongful Life,1989-07-05,2002-10-31,1990-01-01,bio/D015974
17636,D015975,"Consensus Development Conferences, NIH as Topic",1989-05-26,2013-07-09,1990-01-01,bio/D015975
17637,D015977,Eukaryotic Initiation Factor-1,1989-10-18,2013-07-09,1990-01-01,bio/D015977
17638,D015978,Trichosanthin,1989-05-25,2007-07-09,1990-01-01,bio/D015978
17639,D015979,"Killer Cells, Lymphokine-Activated",1989-06-26,2008-07-08,1990-01-01,bio/D015979
17640,D015980,Public Health Practice,1989-05-25,2008-07-08,1998-01-01,bio/D015980
17641,D015981,Epidemiologic Factors,1989-05-26,2008-07-08,1990-01-01,bio/D015981
17642,D015982,Bias,1989-05-25,2019-07-01,1990-01-01,bio/D015982
17643,D015983,Selection Bias,1989-05-25,2017-07-12,1991-01-01,bio/D015983
17644,D015984,Causality,1989-05-25,2020-06-09,1990-01-01,bio/D015984
17645,D015985,Precipitating Factors,1989-05-25,2008-07-08,1990-01-01,bio/D015985
17646,D015986,"Confounding Factors, Epidemiologic",1989-05-25,2020-04-29,1990-01-01,bio/D015986
17647,D015987,"Effect Modifier, Epidemiologic",1989-05-25,2011-06-24,1990-01-01,bio/D015987
17648,D015988,Cohort Effect,1989-05-25,2008-07-08,1990-01-01,bio/D015988
17649,D015989,Healthy Worker Effect,1989-05-25,2008-07-08,1990-01-01,bio/D015989
17650,D015990,Placebo Effect,1989-05-25,2020-05-27,1990-01-01,bio/D015990
17651,D015991,Epidemiologic Measurements,1989-05-25,2008-07-08,1998-01-01,bio/D015991
17652,D015992,Body Mass Index,1989-05-25,2009-07-06,1990-01-01,bio/D015992
17653,D015993,Life Tables,1989-05-25,2017-06-30,1990-01-01,bio/D015993
17654,D015994,Incidence,1989-09-06,2021-05-10,1990-01-01,bio/D015994
17655,D015995,Prevalence,1989-09-06,2020-05-27,1990-01-01,bio/D015995
17656,D015996,Survival Rate,1989-05-25,2017-07-03,1990-01-01,bio/D015996
17657,D015997,Neonatal Screening,1989-05-25,2017-07-03,1990-01-01,bio/D015997
17658,D015998,Abbreviated Injury Scale,1989-05-25,2017-06-30,1991-01-01,bio/D015998
17659,D015999,Multivariate Analysis,1989-05-25,2020-05-27,1990-01-01,bio/D015999
17660,D016000,Cluster Analysis,1989-05-25,2020-07-08,1990-01-01,bio/D016000
17661,D016001,Confidence Intervals,1989-05-25,2008-07-08,1991-01-01,bio/D016001
17662,D016002,Discriminant Analysis,1989-05-25,2008-07-08,1990-01-01,bio/D016002
17663,D016008,Statistical Distributions,1989-05-25,2019-05-24,1998-01-01,bio/D016008
17664,D016009,Chi-Square Distribution,1989-05-25,2008-07-08,1990-01-01,bio/D016009
17665,D016010,Binomial Distribution,1989-05-25,2008-07-08,1990-01-01,bio/D016010
17666,D016011,Normal Distribution,1989-05-25,2008-07-08,1990-01-01,bio/D016011
17667,D016012,Poisson Distribution,1989-05-25,2008-07-08,1990-01-01,bio/D016012
17668,D016013,Likelihood Functions,1989-05-25,2020-06-09,1990-01-01,bio/D016013
17669,D016014,Linear Models,1989-05-25,2008-07-08,1990-01-01,bio/D016014
17670,D016015,Logistic Models,1989-05-25,2008-07-08,1990-01-01,bio/D016015
17671,D016016,Proportional Hazards Models,1989-05-25,2020-05-27,1990-01-01,bio/D016016
17672,D016017,Odds Ratio,1989-05-25,2008-07-08,1991-01-01,bio/D016017
17673,D016018,Least-Squares Analysis,1989-05-25,2013-07-09,1991-01-01,bio/D016018
17674,D016019,Survival Analysis,1989-05-25,2019-05-24,1990-01-01,bio/D016019
17675,D016020,Epidemiologic Study Characteristics,1989-05-25,2018-07-01,1998-01-01,bio/D016020
17676,D016021,Epidemiologic Studies,1989-09-01,2019-05-24,1998-01-01,bio/D016021
17677,D016022,Case-Control Studies,1989-05-25,2018-06-29,1990-01-01,bio/D016022
17678,D016023,Integrins,1989-07-07,2020-05-27,1990-01-01,bio/D016023
17679,D016024,"Receptors, Cytoadhesin",1989-07-07,2003-07-09,1990-01-01,bio/D016024
17680,D016025,Bone Transplantation,1989-09-06,2017-02-24,1990-01-01,bio/D016025
17681,D016026,Bone Marrow Transplantation,1989-05-25,2017-02-24,1990-01-01,bio/D016026
17682,D016027,Heart Transplantation,1989-05-25,2013-07-08,1990-01-01,bio/D016027
17683,D016028,"Receptors, Leukocyte-Adhesion",1989-07-07,2003-07-09,1990-01-01,bio/D016028
17684,D016029,"Receptors, Very Late Antigen",1989-07-07,2003-07-09,1990-01-01,bio/D016029
17685,D016030,Kidney Transplantation,1989-05-25,2013-07-08,1990-01-01,bio/D016030
17686,D016031,Liver Transplantation,1989-05-25,2019-06-17,1990-01-01,bio/D016031
17687,D016032,Randomized Controlled Trials as Topic,1989-05-25,2018-06-29,1990-01-01,bio/D016032
17688,D016035,Pancreas Transplantation,1989-05-25,2013-07-08,1990-01-01,bio/D016035
17689,D016036,Seroepidemiologic Studies,1989-07-06,2018-06-29,1990-01-01,bio/D016036
17690,D016037,Single-Blind Method,1989-06-21,2018-07-02,1990-01-01,bio/D016037
17691,D016038,Skin Transplantation,1989-05-25,2017-02-24,1990-01-01,bio/D016038
17692,D016039,Corneal Transplantation,1989-05-25,2017-02-24,1990-01-01,bio/D016039
17693,D016040,Lung Transplantation,1989-05-25,2013-07-08,1990-01-01,bio/D016040
17694,D016041,Heart-Lung Transplantation,1989-05-25,2013-07-08,1990-01-01,bio/D016041
17695,D016042,"Transplantation, Heterotopic",1989-06-20,2013-07-08,1990-01-01,bio/D016042
17696,D016044,"Fusion Proteins, bcr-abl",1989-05-25,2013-07-08,1990-01-01,bio/D016044
17697,D016045,Human Genome Project,1989-06-06,2017-07-03,1990-01-01,bio/D016045
17698,D016047,Zalcitabine,1989-07-14,2017-05-24,1990-01-01,bio/D016047
17699,D016048,Dideoxyadenosine,1989-07-14,2016-05-31,1990-01-01,bio/D016048
17700,D016049,Didanosine,1989-07-14,2017-05-24,1990-01-01,bio/D016049
17701,D016052,Protozoan Vaccines,1990-02-12,2005-06-30,1991-01-01,bio/D016052
17702,D016053,"RNA, Protozoan",1990-02-12,1995-06-08,1991-01-01,bio/D016053
17703,D016054,"DNA, Protozoan",1990-02-12,1995-06-08,1991-01-01,bio/D016054
17704,D016055,Urinary Retention,1990-03-23,2018-02-06,1991-01-01,bio/D016055
17705,D016056,Immunodominant Epitopes,1990-06-06,2020-05-27,1991-01-01,bio/D016056
17706,D016057,"Evoked Potentials, Auditory, Brain Stem",1990-03-23,2020-06-09,1991-01-01,bio/D016057
17707,D016058,"Analgesia, Patient-Controlled",1990-03-23,2004-07-07,1991-01-01,bio/D016058
17708,D016059,"Range of Motion, Articular",1990-03-23,2008-07-08,1991-01-01,bio/D016059
17709,D016060,Sorption Detoxification,1990-02-12,1993-06-03,1991-01-01,bio/D016060
17710,D016061,Enterosorption,1990-02-12,nan-nan-nan,1991-01-01,bio/D016061
17711,D016062,Porosity,1990-03-23,2008-07-08,1991-01-01,bio/D016062
17712,D016063,"Blood Loss, Surgical",1990-03-23,2019-05-24,1991-01-01,bio/D016063
17713,D016064,Vaginal Birth after Cesarean,1990-03-23,2002-07-03,1991-01-01,bio/D016064
17714,D016065,"Myoelectric Complex, Migrating",1990-03-23,2016-06-23,1991-01-01,bio/D016065
17715,D016066,"Pleural Effusion, Malignant",1990-02-12,2007-07-09,1991-01-01,bio/D016066
17716,D016067,Nerve Transfer,1990-06-06,1997-06-20,1991-01-01,bio/D016067
17717,D016079,Refusal to Treat,1990-06-07,2002-10-31,1991-01-01,bio/D016079
17718,D016080,Arachnoid Cysts,1990-03-23,2012-07-03,1991-01-01,bio/D016080
17719,D016081,Moon,1990-06-06,2016-06-17,1991-01-01,bio/D016081
17720,D016082,Solar System,1990-02-12,2016-06-17,1991-01-01,bio/D016082
17721,D016083,Planets,1990-02-12,2016-06-17,1991-01-01,bio/D016083
17722,D016084,Bronchoconstriction,1990-02-12,2016-06-02,1991-01-01,bio/D016084
17723,D016085,Bronchoconstrictor Agents,1990-06-06,2011-06-24,1991-01-01,bio/D016085
17724,D016086,Lentivirus,1990-06-06,2020-09-02,1991-01-01,bio/D016086
17725,D016087,"Immunodeficiency Virus, Bovine",1990-03-23,2020-08-13,1991-01-01,bio/D016087
17726,D016088,"Arthritis-Encephalitis Virus, Caprine",1990-06-07,2020-08-13,1991-01-01,bio/D016088
17727,D016089,"Immunodeficiency Virus, Feline",1990-03-23,2020-08-13,1991-01-01,bio/D016089
17728,D016092,Spumavirus,1990-03-23,2020-09-02,1991-01-01,bio/D016092
17729,D016093,Mason-Pfizer monkey virus,1990-03-23,2020-08-13,1991-01-01,bio/D016093
17730,D016097,Simian Acquired Immunodeficiency Syndrome,1990-03-23,2019-05-29,1991-01-01,bio/D016097
17731,D016098,Gerstmann-Straussler-Scheinker Disease,1990-06-06,2019-06-17,1991-01-01,bio/D016098
17732,D016099,"Endoscopy, Gastrointestinal",1990-06-06,2010-06-25,1991-01-01,bio/D016099
17733,D016103,Spinal Fractures,1990-03-23,2016-06-09,1991-01-01,bio/D016103
17734,D016104,Oligohydramnios,1990-06-06,2005-06-30,1991-01-01,bio/D016104
17735,D016105,Parathyroidectomy,1990-02-12,2010-06-25,1991-01-01,bio/D016105
17736,D016106,Methicillin Resistance,1990-02-12,2015-06-29,1991-01-01,bio/D016106
17737,D016107,Epidermolysis Bullosa Acquisita,1990-02-12,2015-06-18,1991-01-01,bio/D016107
17738,D016108,Epidermolysis Bullosa Dystrophica,1990-02-12,2015-06-18,1991-01-01,bio/D016108
17739,D016109,"Epidermolysis Bullosa, Junctional",1990-02-12,2015-06-18,1991-01-01,bio/D016109
17740,D016110,Epidermolysis Bullosa Simplex,1990-02-12,2015-06-18,1991-01-01,bio/D016110
17741,D016111,Sjogren-Larsson Syndrome,1990-06-06,2015-06-22,1991-01-01,bio/D016111
17742,D016112,Ichthyosis Vulgaris,1990-02-12,2015-06-18,1991-01-01,bio/D016112
17743,D016113,"Ichthyosiform Erythroderma, Congenital",1990-02-12,2015-06-18,1991-01-01,bio/D016113
17744,D016114,"Ichthyosis, X-Linked",1990-02-12,2015-06-18,1991-01-01,bio/D016114
17745,D016115,"Albinism, Oculocutaneous",1990-02-12,2016-07-01,1991-01-01,bio/D016115
17746,D016116,Piebaldism,1990-06-06,2016-07-01,1991-01-01,bio/D016116
17747,D016117,"Albinism, Ocular",1990-02-12,2016-07-01,1991-01-01,bio/D016117
17748,D016118,Anterior Cruciate Ligament,1990-02-12,2019-07-05,1991-01-01,bio/D016118
17749,D016119,Posterior Cruciate Ligament,1990-02-12,2017-06-20,1991-01-01,bio/D016119
17750,D016121,Brachiocephalic Veins,1990-06-06,2018-06-30,1991-01-01,bio/D016121
17751,D016122,Brachiocephalic Trunk,1990-06-06,2018-06-30,1991-01-01,bio/D016122
17752,D016123,Campylobacter jejuni,1990-02-12,2020-01-28,1991-01-01,bio/D016123
17753,D016124,Eikenella corrodens,1990-02-12,2020-01-28,1991-01-01,bio/D016124
17754,D016127,Heart Valve Prolapse,1990-03-23,2007-07-09,1991-01-01,bio/D016127
17755,D016130,Immunophenotyping,1990-03-23,2011-06-24,1991-01-01,bio/D016130
17756,D016131,Lymphocyte Subsets,1990-03-23,2003-07-09,1991-01-01,bio/D016131
17757,D016133,Polymerase Chain Reaction,1990-01-11,2011-06-24,1991-01-01,bio/D016133
17758,D016134,Organizational Policy,1990-03-23,2010-06-25,1991-01-01,bio/D016134
17759,D016135,Spinal Dysraphism,1990-07-27,2018-07-02,1991-01-01,bio/D016135
17760,D016136,Spina Bifida Occulta,1990-06-05,1999-12-08,1991-01-01,bio/D016136
17761,D016137,Spina Bifida Cystica,1990-06-05,1999-11-03,1991-01-01,bio/D016137
17762,D016138,Walking,1990-03-23,2016-05-20,1991-01-01,bio/D016138
17763,D016139,Martial Arts,1990-03-23,2019-07-05,1991-01-01,bio/D016139
17764,D016142,Holoprosencephaly,1990-04-24,2014-06-10,1991-01-01,bio/D016142
17765,D016145,"Endoscopy, Digestive System",1990-03-23,2010-06-25,1991-01-01,bio/D016145
17766,D016147,"Genes, Tumor Suppressor",1990-05-07,2008-07-08,1991-01-01,bio/D016147
17767,D016153,"Genes, Suppressor",1990-06-06,2008-07-08,1991-01-01,bio/D016153
17768,D016154,Digestive System Fistula,1990-04-24,2003-07-09,1998-01-01,bio/D016154
17769,D016155,Oral Fistula,1990-04-24,1999-11-08,1998-01-01,bio/D016155
17770,D016156,Respiratory Tract Fistula,1990-04-24,1999-11-08,1998-01-01,bio/D016156
17771,D016157,Vascular Fistula,1990-04-24,2007-07-09,1998-01-01,bio/D016157
17772,D016158,"Genes, p53",1990-06-06,2008-07-08,1991-01-01,bio/D016158
17773,D016159,Tumor Suppressor Protein p53,1990-06-19,2017-05-24,1991-01-01,bio/D016159
17774,D016160,Retinoblastoma Protein,1990-06-19,2005-06-30,1991-01-01,bio/D016160
17775,D016161,"Genes, Retinoblastoma",1990-05-07,2010-06-25,1991-01-01,bio/D016161
17776,D016162,"Genes, Wilms Tumor",1990-05-07,2008-07-08,1991-01-01,bio/D016162
17777,D016163,"Genes, DCC",1990-05-07,2008-07-08,1991-01-01,bio/D016163
17778,D016164,Bison,1990-04-24,2020-09-02,1991-01-01,bio/D016164
17779,D016166,Free Radical Scavengers,1990-04-24,2020-05-27,1991-01-01,bio/D016166
17780,D016167,Integrin alphaXbeta2,1990-04-24,2006-07-05,1991-01-01,bio/D016167
17781,D016169,Lymphocyte Function-Associated Antigen-1,1990-04-24,2017-07-13,1991-01-01,bio/D016169
17782,D016170,Accelerated Idioventricular Rhythm,1990-04-24,2017-06-20,1991-01-01,bio/D016170
17783,D016171,Torsades de Pointes,1990-04-24,2017-06-20,1991-01-01,bio/D016171
17784,D016172,DNA Fingerprinting,1990-05-07,2020-06-23,1991-01-01,bio/D016172
17785,D016173,Macrophage Colony-Stimulating Factor,1990-06-19,2006-07-05,1991-01-01,bio/D016173
17786,D016174,Hepacivirus,1990-04-24,2020-08-13,1991-01-01,bio/D016174
17787,D016175,B-Lymphocyte Subsets,1990-03-23,2017-06-20,1991-01-01,bio/D016175
17788,D016176,T-Lymphocyte Subsets,1990-03-23,2020-05-27,1991-01-01,bio/D016176
17789,D016177,Macrophage-1 Antigen,1990-04-24,2003-07-09,1991-01-01,bio/D016177
17790,D016178,Granulocyte-Macrophage Colony-Stimulating Factor,1990-06-19,2006-07-05,1991-01-01,bio/D016178
17791,D016179,Granulocyte Colony-Stimulating Factor,1990-06-19,2011-06-24,1991-01-01,bio/D016179
17792,D016180,Lentivirus Infections,1990-03-23,2019-06-17,1991-01-01,bio/D016180
17793,D016181,Feline Acquired Immunodeficiency Syndrome,1990-03-23,2019-06-17,1991-01-01,bio/D016181
17794,D016182,Visna,1990-03-23,2019-06-17,1991-01-01,bio/D016182
17795,D016183,Murine Acquired Immunodeficiency Syndrome,1990-03-23,2019-06-17,1991-01-01,bio/D016183
17796,D016184,"Receptors, Colony-Stimulating Factor",1990-04-24,2003-07-09,1991-01-01,bio/D016184
17797,D016185,"Receptors, Interleukin-3",1990-04-24,2006-07-05,1991-01-01,bio/D016185
17798,D016186,"Receptor, Macrophage Colony-Stimulating Factor",1990-06-19,2020-05-27,1991-01-01,bio/D016186
17799,D016187,"Receptors, Granulocyte-Macrophage Colony-Stimulating Factor",1990-07-05,2004-07-13,1991-01-01,bio/D016187
17800,D016188,"Receptors, Granulocyte Colony-Stimulating Factor",1990-06-19,2005-06-30,1991-01-01,bio/D016188
17801,D016189,Dystrophin,1990-06-17,1999-11-03,1991-01-01,bio/D016189
17802,D016190,Carboplatin,1990-04-24,2019-07-05,1991-01-01,bio/D016190
17803,D016192,"Resting Phase, Cell Cycle",1990-04-24,2016-07-01,1991-01-01,bio/D016192
17804,D016193,G1 Phase,1990-04-24,2016-06-30,1991-01-01,bio/D016193
17805,D016194,"Receptors, N-Methyl-D-Aspartate",1990-05-31,2020-05-27,1991-01-01,bio/D016194
17806,D016195,G2 Phase,1990-04-24,2016-06-30,1991-01-01,bio/D016195
17807,D016196,S Phase,1990-04-24,2016-06-17,1991-01-01,bio/D016196
